@RELATION tweet

@ATTRIBUTE user {true,false}
@ATTRIBUTE word {true,false}
@ATTRIBUTE hashtag {true,false}
@ATTRIBUTE smiley {true,false}
@ATTRIBUTE argoInternet {true,false}
@ATTRIBUTE ponctuation {absent, regulier, surnombre}
@ATTRIBUTE retweet {true,false}
@ATTRIBUTE nbRetweet NUMERIC
@ATTRIBUTE longeur NUMERIC
@ATTRIBUTE categorie {Drole, Contrepetrie, PasDrole, Autoderision}
@ATTRIBUTE tweetDrole {true,false}

@DATA
false,false,false,false,false,absent,true,3,140,PasDrole,false
false,false,false,false,false,absent,false,1,111,PasDrole,false
false,false,false,false,false,absent,false,0,138,PasDrole,false
false,false,false,false,false,absent,false,0,118,PasDrole,false
false,false,false,false,false,absent,true,1,84,PasDrole,false
false,false,false,false,false,surnombre,false,0,101,PasDrole,false
false,false,false,false,false,absent,false,0,123,PasDrole,false
false,false,false,false,false,surnombre,false,1,129,PasDrole,false
false,false,false,false,false,absent,false,0,121,PasDrole,false
false,false,false,false,false,absent,false,1,139,PasDrole,false
false,false,false,false,false,regulier,true,3,140,PasDrole,false
false,false,false,false,false,absent,false,0,110,PasDrole,false
false,false,false,false,false,absent,false,0,102,PasDrole,false
false,false,false,false,false,absent,true,3,140,PasDrole,false
false,false,false,false,false,absent,false,2,137,PasDrole,false
false,false,false,false,false,absent,true,2,121,PasDrole,false
false,false,false,false,false,absent,false,2,105,PasDrole,false
false,false,false,false,false,absent,false,0,79,PasDrole,false
false,false,false,false,false,absent,false,0,95,PasDrole,false
false,false,false,false,false,absent,false,1,63,PasDrole,false
false,false,false,false,false,absent,false,0,67,PasDrole,false
false,false,false,false,false,absent,true,1,140,PasDrole,false
false,false,false,false,false,absent,false,1,71,PasDrole,false
false,false,false,false,false,absent,false,1,136,PasDrole,false
false,false,false,false,false,surnombre,false,1,120,PasDrole,false
false,false,false,false,false,absent,false,0,128,PasDrole,false
false,false,false,false,false,absent,false,0,98,PasDrole,false
false,false,false,false,false,surnombre,false,0,116,PasDrole,false
false,false,false,false,false,absent,true,2,106,PasDrole,false
false,false,false,false,false,absent,false,0,104,PasDrole,false
false,false,false,false,false,absent,false,0,88,PasDrole,false
false,false,false,false,false,absent,false,0,85,PasDrole,false
false,false,false,false,false,absent,false,0,94,PasDrole,false
false,false,false,false,false,absent,false,0,81,PasDrole,false
false,false,false,false,false,absent,true,1,110,PasDrole,false
false,false,false,false,false,absent,false,2,135,PasDrole,false
false,false,false,false,false,absent,false,3,137,PasDrole,false
false,false,false,false,false,absent,true,4,107,PasDrole,false
false,false,false,false,false,absent,false,0,102,PasDrole,false
false,false,false,false,false,absent,true,4,140,PasDrole,false
false,false,false,false,false,absent,false,3,140,PasDrole,false
false,false,false,false,false,absent,false,2,140,PasDrole,false
false,false,false,false,false,absent,false,0,136,PasDrole,false
false,false,false,false,false,absent,false,2,137,PasDrole,false
false,false,false,false,false,absent,true,10,140,PasDrole,false
false,false,false,false,false,absent,true,3,140,PasDrole,false
false,false,false,false,false,absent,false,1,138,PasDrole,false
false,false,false,false,false,absent,true,3,95,PasDrole,false
false,false,false,false,false,surnombre,true,2,140,PasDrole,false
false,false,false,false,false,absent,false,2,127,PasDrole,false
false,false,false,false,false,absent,false,0,124,PasDrole,false
false,false,false,false,false,absent,false,4,138,PasDrole,false
false,false,false,false,false,absent,false,2,139,PasDrole,false
false,false,false,false,false,absent,false,2,133,PasDrole,false
false,false,false,false,false,absent,false,0,138,PasDrole,false
false,false,false,false,false,absent,true,18,109,PasDrole,false
false,false,false,false,false,absent,false,2,138,PasDrole,false
false,false,false,false,false,absent,false,0,103,PasDrole,false
false,false,false,false,false,absent,false,4,125,PasDrole,false
false,false,false,false,false,absent,true,3,82,PasDrole,false
false,false,false,false,false,surnombre,false,0,34,PasDrole,false
false,false,false,false,false,absent,true,14,140,PasDrole,false
false,false,false,false,false,absent,false,3,140,PasDrole,false
false,false,false,true,false,regulier,false,0,126,PasDrole,false
false,false,false,false,false,absent,true,1,140,PasDrole,false
false,false,false,false,false,surnombre,false,2,140,PasDrole,false
false,false,false,true,false,absent,false,0,134,PasDrole,false
false,false,false,false,false,absent,false,0,42,PasDrole,false
false,false,false,false,false,absent,false,0,137,PasDrole,false
false,false,false,false,false,surnombre,true,3,140,PasDrole,false
false,false,false,false,false,absent,true,6,79,PasDrole,false
false,false,false,false,false,regulier,false,5,117,PasDrole,false
false,false,false,false,false,absent,false,0,11,PasDrole,false
false,false,false,false,false,absent,false,0,140,PasDrole,false
false,false,false,false,false,absent,true,2,106,PasDrole,false
false,false,false,false,false,absent,false,4,140,PasDrole,false
false,false,false,true,false,absent,false,0,136,PasDrole,false
false,false,false,false,false,absent,false,10,104,PasDrole,false
false,false,false,false,false,absent,false,0,127,PasDrole,false
false,false,false,false,false,absent,false,2,136,PasDrole,false
false,false,false,false,false,surnombre,false,0,140,PasDrole,false
false,false,false,true,false,regulier,false,1,138,PasDrole,false
false,false,false,false,false,absent,false,2,140,PasDrole,false
false,false,false,false,false,absent,true,4,104,PasDrole,false
false,false,false,false,false,absent,false,0,140,PasDrole,false
false,false,false,false,false,absent,false,4,127,PasDrole,false
false,false,false,false,false,absent,false,6,124,PasDrole,false
false,false,false,false,false,surnombre,true,1,140,PasDrole,false
false,false,false,false,false,absent,false,0,104,PasDrole,false
false,false,false,false,false,absent,true,9,140,PasDrole,false
false,false,false,false,false,absent,false,3,100,PasDrole,false
false,false,false,false,false,absent,false,3,138,PasDrole,false
false,false,false,false,false,surnombre,false,0,96,PasDrole,false
false,false,false,false,false,absent,true,9,140,PasDrole,false
false,false,false,false,false,absent,true,18,140,PasDrole,false
false,false,false,true,false,surnombre,true,5,140,PasDrole,false
false,false,false,false,false,absent,true,3,133,PasDrole,false
false,false,false,false,false,absent,true,2,140,PasDrole,false
false,false,false,false,false,absent,true,1,99,PasDrole,false
false,false,false,false,false,absent,true,1,140,PasDrole,false
false,false,false,false,false,absent,false,0,18,PasDrole,false
false,false,false,false,false,absent,false,1,132,PasDrole,false
false,false,false,false,false,absent,false,1,86,PasDrole,false
false,false,false,false,false,absent,false,3,139,PasDrole,false
false,false,false,false,false,absent,false,1,140,PasDrole,false
false,false,false,false,false,absent,false,0,137,PasDrole,false
false,false,false,false,false,absent,false,1,137,PasDrole,false
false,false,false,false,false,absent,true,2,140,PasDrole,false
false,false,false,false,false,surnombre,false,1,106,PasDrole,false
false,false,false,false,false,absent,false,2,137,PasDrole,false
false,false,false,false,false,absent,true,9,140,PasDrole,false
false,false,false,false,false,absent,false,2,140,PasDrole,false
false,false,false,false,false,surnombre,false,4,107,PasDrole,false
false,false,false,false,false,surnombre,true,9,102,PasDrole,false
false,false,false,false,false,absent,true,7,140,PasDrole,false
false,false,false,false,false,absent,false,1,140,PasDrole,false
false,false,false,false,false,absent,false,7,100,PasDrole,false
false,false,false,false,false,absent,false,0,37,PasDrole,false
false,false,false,false,false,absent,false,0,132,PasDrole,false
false,false,false,false,false,absent,true,2,140,PasDrole,false
false,false,false,false,false,absent,true,4,140,PasDrole,false
false,false,false,false,false,absent,true,3,140,PasDrole,false
false,false,false,false,false,surnombre,false,2,20,PasDrole,false
false,false,false,false,false,surnombre,false,5,120,PasDrole,false
false,false,false,true,false,absent,false,0,43,PasDrole,false
false,false,false,false,false,absent,false,5,138,PasDrole,false
false,false,false,false,false,surnombre,true,7,123,PasDrole,false
false,false,false,false,false,absent,false,0,109,PasDrole,false
false,false,false,false,false,regulier,false,0,133,PasDrole,false
false,false,false,false,false,absent,false,0,116,PasDrole,false
false,false,false,false,false,absent,true,7,140,PasDrole,false
false,false,false,false,false,absent,true,2,140,PasDrole,false
false,false,false,false,false,absent,true,2,140,PasDrole,false
false,false,false,false,false,surnombre,true,1,138,PasDrole,false
false,false,false,false,false,absent,true,2,94,PasDrole,false
false,false,false,false,false,absent,true,5,140,PasDrole,false
false,false,false,false,false,absent,true,25,140,PasDrole,false
false,false,false,false,false,absent,false,0,140,PasDrole,false
false,false,false,false,false,absent,false,0,136,PasDrole,false
false,false,false,false,false,absent,true,5,140,PasDrole,false
false,false,false,false,false,absent,false,3,140,PasDrole,false
false,false,false,false,false,absent,false,0,132,PasDrole,false
false,false,false,false,false,absent,true,4,140,PasDrole,false
false,false,false,false,false,absent,true,3,140,PasDrole,false
false,false,false,false,false,absent,true,1,140,PasDrole,false
false,false,false,false,false,absent,true,1,140,PasDrole,false
false,false,false,false,false,absent,true,5,140,PasDrole,false
false,false,false,false,false,absent,false,2,129,PasDrole,false
false,false,false,false,false,regulier,false,4,137,PasDrole,false
false,false,false,false,false,absent,false,4,137,PasDrole,false
false,false,false,false,false,absent,true,4,140,PasDrole,false
false,false,false,false,false,absent,false,1,124,PasDrole,false
false,false,false,false,false,absent,true,8,63,PasDrole,false
false,false,false,false,false,absent,true,3,112,PasDrole,false
false,false,false,false,false,absent,true,2,140,PasDrole,false
false,false,false,false,false,absent,true,1,140,PasDrole,false
false,false,false,false,false,absent,false,1,128,PasDrole,false
false,false,false,false,false,absent,true,2,140,PasDrole,false
false,false,false,false,false,regulier,false,0,120,PasDrole,false
false,false,false,false,false,absent,false,3,131,PasDrole,false
false,false,false,false,false,regulier,false,0,132,PasDrole,false
false,false,false,false,false,absent,false,2,140,PasDrole,false
false,false,false,false,false,absent,true,2,140,PasDrole,false
false,false,false,false,false,absent,false,0,140,PasDrole,false
false,false,false,false,false,absent,false,1,135,PasDrole,false
false,false,false,false,false,surnombre,false,0,29,PasDrole,false
false,false,false,false,false,absent,true,5,140,PasDrole,false
false,false,false,false,false,absent,false,2,140,PasDrole,false
false,false,false,false,false,absent,false,2,136,PasDrole,false
false,false,false,false,false,absent,false,2,140,PasDrole,false
false,false,false,false,false,absent,false,1,138,PasDrole,false
false,false,false,false,false,absent,false,0,79,PasDrole,false
false,false,false,false,false,absent,false,1,135,PasDrole,false
false,false,false,false,false,absent,false,0,132,PasDrole,false
false,false,false,false,false,absent,false,0,140,PasDrole,false
false,false,false,false,false,absent,true,5,120,PasDrole,false
false,false,false,false,false,surnombre,false,1,138,PasDrole,false
false,false,false,false,false,absent,false,1,120,PasDrole,false
false,false,false,false,false,absent,true,11,140,PasDrole,false
false,false,false,false,false,regulier,false,0,102,PasDrole,false
false,false,false,false,false,absent,false,0,135,PasDrole,false
false,false,false,false,false,absent,true,3,140,PasDrole,false
false,true,false,false,true,surnombre,false,0,30,PasDrole,false
false,false,false,true,false,surnombre,false,1,60,PasDrole,false
false,false,false,false,false,surnombre,false,0,53,PasDrole,false
false,false,false,true,false,absent,false,2,105,PasDrole,false
false,false,false,false,false,regulier,false,0,122,PasDrole,false
false,false,false,false,false,absent,false,0,140,PasDrole,false
false,false,false,false,false,absent,false,0,123,PasDrole,false
false,false,false,false,false,absent,false,0,140,PasDrole,false
false,false,false,false,false,regulier,false,0,38,PasDrole,false
false,false,false,false,false,absent,true,32,140,PasDrole,false
false,false,false,false,false,absent,true,11,140,PasDrole,false
false,false,false,false,false,absent,false,0,93,PasDrole,false
false,false,false,false,false,surnombre,false,4,79,PasDrole,false
false,false,false,false,false,absent,false,7,139,PasDrole,false
false,false,false,false,false,surnombre,false,1,132,PasDrole,false
false,false,false,false,false,absent,true,2,140,PasDrole,false
false,false,false,false,false,absent,false,0,100,PasDrole,false
false,false,false,false,false,absent,false,0,139,PasDrole,false
false,false,false,false,false,absent,false,5,120,PasDrole,false
false,false,false,false,false,absent,false,2,140,PasDrole,false
false,false,false,false,false,absent,false,2,120,PasDrole,false
false,false,false,false,false,absent,true,4,140,PasDrole,false
false,false,false,false,false,absent,false,7,134,PasDrole,false
false,false,false,false,false,absent,false,1,134,PasDrole,false
false,false,false,false,false,absent,false,2,120,PasDrole,false
false,false,false,true,false,absent,false,0,125,PasDrole,false
false,false,false,false,false,absent,false,0,127,PasDrole,false
false,false,false,false,false,surnombre,false,1,75,PasDrole,false
false,false,false,false,false,absent,false,2,139,PasDrole,false
false,false,false,false,false,absent,false,10,140,PasDrole,false
false,false,false,false,false,surnombre,false,7,85,PasDrole,false
false,false,false,false,false,absent,false,3,139,PasDrole,false
false,false,false,false,false,absent,false,0,136,PasDrole,false
false,false,false,false,false,absent,false,0,133,PasDrole,false
false,false,false,false,false,surnombre,true,3,120,PasDrole,false
false,false,false,false,false,absent,false,0,130,PasDrole,false
false,false,false,false,false,regulier,false,0,135,PasDrole,false
false,false,false,false,false,absent,false,1,124,PasDrole,false
false,false,false,false,false,absent,true,1,83,PasDrole,false
false,false,false,false,false,absent,true,2,140,PasDrole,false
false,false,false,false,false,absent,false,3,136,PasDrole,false
false,false,false,false,false,absent,false,0,119,PasDrole,false
false,false,false,false,false,absent,false,0,89,PasDrole,false
false,false,false,false,false,regulier,false,0,136,PasDrole,false
false,false,false,false,false,absent,false,1,139,PasDrole,false
false,false,false,false,false,surnombre,true,3,140,PasDrole,false
false,false,false,false,false,absent,true,1,140,PasDrole,false
false,false,false,false,false,absent,false,1,120,PasDrole,false
false,false,false,false,false,absent,false,2,125,PasDrole,false
false,false,false,false,false,absent,false,1,139,PasDrole,false
false,false,false,false,false,absent,false,5,134,PasDrole,false
false,false,false,false,false,absent,false,0,138,PasDrole,false
false,false,false,false,false,absent,false,1,128,PasDrole,false
false,false,false,false,false,absent,true,10,140,PasDrole,false
false,false,false,false,false,absent,true,3,126,PasDrole,false
false,false,false,false,false,absent,true,1,140,PasDrole,false
false,false,false,false,false,absent,false,4,139,PasDrole,false
false,false,false,false,false,absent,false,0,139,PasDrole,false
false,true,false,false,true,absent,false,2,98,PasDrole,false
false,false,false,false,false,absent,true,4,138,PasDrole,false
false,false,false,false,false,absent,false,1,114,PasDrole,false
false,false,false,false,false,absent,false,2,79,PasDrole,false
false,false,false,false,false,absent,false,0,119,PasDrole,false
false,false,false,false,false,absent,true,17,119,PasDrole,false
false,false,false,true,false,surnombre,false,0,101,PasDrole,false
false,false,false,false,false,surnombre,false,0,137,PasDrole,false
false,false,false,false,false,absent,true,6,140,PasDrole,false
false,false,false,false,false,absent,true,3,140,PasDrole,false
false,false,false,false,false,absent,false,0,133,PasDrole,false
false,false,false,false,false,absent,false,2,121,PasDrole,false
false,false,false,false,false,absent,false,0,139,PasDrole,false
false,false,false,false,false,regulier,false,0,136,PasDrole,false
false,false,false,false,false,absent,true,1,140,PasDrole,false
false,false,false,false,false,absent,false,6,138,PasDrole,false
false,false,false,false,false,absent,false,3,129,PasDrole,false
false,false,false,false,false,surnombre,true,2,140,PasDrole,false
false,false,false,false,false,surnombre,false,0,93,PasDrole,false
false,false,false,false,false,surnombre,false,0,128,PasDrole,false
false,false,false,false,false,absent,false,0,21,PasDrole,false
false,false,false,false,false,absent,true,1,79,PasDrole,false
false,false,false,false,false,absent,false,0,80,PasDrole,false
false,false,false,false,false,surnombre,false,3,103,PasDrole,false
false,false,false,false,false,absent,false,1,133,PasDrole,false
false,false,false,true,false,regulier,false,3,78,PasDrole,false
false,false,false,false,false,absent,true,2,106,PasDrole,false
false,false,false,false,false,surnombre,false,1,139,PasDrole,false
false,false,false,true,false,surnombre,false,0,40,PasDrole,false
false,false,false,false,false,regulier,false,2,121,PasDrole,false
false,false,false,false,false,surnombre,false,3,115,PasDrole,false
false,false,false,false,false,absent,false,2,127,PasDrole,false
false,false,false,false,false,absent,false,1,127,PasDrole,false
false,false,false,false,false,absent,false,1,138,PasDrole,false
false,false,false,false,false,surnombre,false,0,138,PasDrole,false
false,false,false,false,false,absent,false,1,84,PasDrole,false
false,false,false,false,false,surnombre,false,1,134,PasDrole,false
false,false,false,false,false,surnombre,false,1,66,PasDrole,false
false,false,false,false,false,regulier,false,1,98,PasDrole,false
false,false,false,false,false,absent,false,1,107,PasDrole,false
false,false,false,false,false,absent,false,2,125,PasDrole,false
false,false,false,false,false,surnombre,false,0,106,PasDrole,false
false,false,false,false,false,absent,true,1,140,PasDrole,false
false,false,false,false,false,regulier,false,1,131,PasDrole,false
false,false,false,false,false,absent,false,1,95,PasDrole,false
false,false,false,false,false,absent,false,1,114,PasDrole,false
false,false,false,false,false,absent,true,3,136,PasDrole,false
false,false,false,false,false,absent,false,1,134,PasDrole,false
false,false,false,false,false,absent,false,0,92,PasDrole,false
false,false,false,false,false,regulier,false,1,130,PasDrole,false
false,false,false,false,false,absent,false,0,86,PasDrole,false
false,false,false,false,false,absent,false,1,137,PasDrole,false
false,false,false,false,false,absent,false,5,86,PasDrole,false
false,false,false,false,false,absent,false,0,119,PasDrole,false
false,false,false,false,false,absent,false,0,140,PasDrole,false
false,false,false,false,false,absent,false,1,114,PasDrole,false
false,false,false,false,false,absent,false,0,94,PasDrole,false
false,false,false,false,false,absent,false,0,117,PasDrole,false
false,false,false,false,false,surnombre,false,6,139,PasDrole,false
false,false,false,false,false,regulier,false,4,132,PasDrole,false
false,false,false,false,false,absent,false,1,120,PasDrole,false
false,false,false,false,false,regulier,false,2,137,PasDrole,false
false,false,false,false,false,absent,false,4,98,PasDrole,false
false,false,false,false,false,absent,false,3,115,PasDrole,false
false,false,false,false,false,absent,false,4,79,PasDrole,false
false,false,false,false,false,absent,false,0,114,PasDrole,false
false,false,false,true,false,surnombre,false,0,85,PasDrole,false
false,false,false,false,false,regulier,false,0,80,PasDrole,false
false,false,false,true,false,surnombre,false,0,43,PasDrole,false
false,false,false,false,false,regulier,false,1,138,PasDrole,false
false,false,false,false,false,absent,false,1,98,PasDrole,false
false,false,false,false,false,surnombre,false,0,106,PasDrole,false
false,false,false,false,false,surnombre,false,0,112,PasDrole,false
false,false,false,false,false,absent,true,1,140,PasDrole,false
false,false,false,false,false,surnombre,false,3,140,PasDrole,false
false,false,false,false,false,regulier,false,0,135,PasDrole,false
false,false,false,false,false,absent,false,2,136,PasDrole,false
false,false,false,false,false,absent,true,3,140,PasDrole,false
false,false,false,false,false,absent,false,1,76,PasDrole,false
false,false,false,false,false,absent,false,4,100,PasDrole,false
false,false,false,false,false,absent,false,0,109,PasDrole,false
false,false,false,false,false,absent,true,1,140,PasDrole,false
false,false,false,false,false,absent,true,11,140,PasDrole,false
false,false,false,false,false,absent,false,5,109,PasDrole,false
false,false,false,false,false,surnombre,false,1,127,PasDrole,false
false,false,false,false,false,surnombre,true,2,140,PasDrole,false
false,false,false,false,false,absent,false,2,136,PasDrole,false
false,false,false,false,false,absent,false,6,108,PasDrole,false
false,false,false,false,false,regulier,false,2,124,PasDrole,false
false,false,false,false,false,absent,false,3,126,PasDrole,false
false,false,false,false,false,absent,true,3,140,PasDrole,false
false,false,false,false,false,absent,false,0,27,PasDrole,false
false,false,false,false,false,absent,false,0,66,PasDrole,false
false,false,false,false,false,absent,false,4,135,PasDrole,false
false,false,false,true,false,surnombre,false,0,46,PasDrole,false
false,false,false,false,false,absent,false,0,138,PasDrole,false
false,false,false,false,false,regulier,false,0,114,PasDrole,false
false,false,false,false,false,absent,false,3,133,PasDrole,false
false,false,false,false,false,regulier,false,0,62,PasDrole,false
false,false,false,false,false,surnombre,false,4,113,PasDrole,false
false,false,false,false,false,absent,true,3,140,PasDrole,false
false,false,false,true,false,absent,false,2,122,PasDrole,false
false,false,false,false,false,surnombre,true,1,133,PasDrole,false
false,false,false,false,false,absent,true,3,140,PasDrole,false
false,false,false,false,false,regulier,true,2,101,PasDrole,false
false,false,false,false,false,absent,true,2,140,PasDrole,false
false,false,false,false,false,absent,true,1,137,PasDrole,false
false,false,false,false,false,absent,true,3,140,PasDrole,false
false,false,false,false,false,absent,false,1,93,PasDrole,false
false,false,false,false,false,absent,true,3,140,PasDrole,false
false,false,false,false,false,absent,true,1,140,PasDrole,false
false,false,false,false,false,absent,true,12,140,PasDrole,false
false,false,false,false,false,absent,false,2,76,PasDrole,false
false,false,false,false,false,absent,true,3,106,PasDrole,false
false,false,false,false,false,absent,false,0,107,PasDrole,false
false,false,false,false,false,absent,true,1,140,PasDrole,false
false,false,false,false,false,absent,false,3,133,PasDrole,false
false,false,false,false,false,absent,false,0,52,PasDrole,false
false,false,false,false,false,absent,true,9,140,PasDrole,false
false,false,false,false,false,absent,false,2,131,PasDrole,false
false,false,false,false,false,regulier,false,0,123,PasDrole,false
false,false,false,false,false,absent,false,1,115,PasDrole,false
false,false,false,false,false,absent,false,0,84,PasDrole,false
false,false,false,false,false,absent,false,0,133,PasDrole,false
false,false,false,false,false,absent,false,2,134,PasDrole,false
false,false,false,false,false,absent,false,5,123,PasDrole,false
false,false,false,false,false,surnombre,false,0,105,PasDrole,false
false,false,false,false,false,absent,true,1,136,PasDrole,false
false,false,false,false,false,surnombre,true,1,140,PasDrole,false
false,false,false,false,false,absent,false,1,135,PasDrole,false
false,false,false,false,false,absent,false,1,123,PasDrole,false
false,false,false,false,false,absent,false,2,122,PasDrole,false
false,false,false,false,false,absent,false,0,108,PasDrole,false
false,false,false,false,false,absent,false,0,122,PasDrole,false
false,false,false,false,false,absent,false,0,93,PasDrole,false
false,false,false,false,false,absent,false,0,130,PasDrole,false
false,false,false,false,false,absent,false,0,140,PasDrole,false
false,false,false,false,false,absent,false,1,83,PasDrole,false
false,false,false,false,false,absent,false,0,125,PasDrole,false
false,false,false,false,false,surnombre,false,3,131,PasDrole,false
false,false,false,false,false,absent,false,1,113,PasDrole,false
false,false,false,false,false,regulier,false,1,129,PasDrole,false
false,false,false,false,false,absent,false,0,88,PasDrole,false
false,false,false,false,false,absent,false,1,118,PasDrole,false
false,false,false,false,false,absent,true,3,138,PasDrole,false
false,false,false,false,false,absent,false,2,120,PasDrole,false
false,false,false,false,false,absent,false,1,109,PasDrole,false
false,false,false,false,false,regulier,false,2,73,PasDrole,false
false,false,false,false,false,absent,true,12,140,PasDrole,false
false,false,false,false,false,absent,false,1,60,PasDrole,false
false,false,false,false,false,absent,false,1,135,PasDrole,false
false,false,false,false,false,absent,true,4,140,PasDrole,false
false,false,false,false,false,absent,false,1,91,PasDrole,false
false,false,false,false,false,absent,false,0,130,PasDrole,false
false,false,false,false,false,surnombre,false,0,139,PasDrole,false
false,false,false,false,false,surnombre,false,1,138,PasDrole,false
false,false,false,false,false,regulier,false,1,124,PasDrole,false
false,false,false,false,false,absent,false,2,138,PasDrole,false
false,false,false,false,false,absent,true,5,127,PasDrole,false
false,false,false,false,false,surnombre,false,5,76,PasDrole,false
false,false,false,false,false,absent,true,3,116,PasDrole,false
false,false,false,false,false,absent,false,0,101,PasDrole,false
false,false,false,false,false,absent,true,4,140,PasDrole,false
false,false,false,false,false,absent,false,1,137,PasDrole,false
false,false,false,false,false,absent,true,4,140,PasDrole,false
false,false,false,false,false,absent,true,4,140,PasDrole,false
false,false,false,false,false,absent,true,1,81,PasDrole,false
false,false,false,false,false,absent,true,2,124,PasDrole,false
false,false,false,false,false,absent,true,2,97,PasDrole,false
false,false,false,false,false,absent,false,0,94,PasDrole,false
false,false,false,false,false,absent,true,3,140,PasDrole,false
false,false,false,false,false,absent,false,3,140,PasDrole,false
false,false,false,false,false,absent,true,1,140,PasDrole,false
false,false,false,false,false,surnombre,false,1,140,PasDrole,false
false,false,false,false,false,absent,false,2,136,PasDrole,false
false,false,false,false,false,absent,false,0,140,PasDrole,false
false,false,false,false,false,absent,false,2,109,PasDrole,false
false,false,false,false,false,surnombre,false,1,121,PasDrole,false
false,false,false,false,false,surnombre,false,3,136,PasDrole,false
false,false,false,false,false,absent,false,1,138,PasDrole,false
false,false,false,false,false,surnombre,false,2,133,PasDrole,false
false,false,false,false,false,regulier,false,0,34,PasDrole,false
false,false,false,false,false,absent,false,1,119,PasDrole,false
false,false,false,false,false,absent,false,7,140,PasDrole,false
false,false,false,false,false,absent,false,0,136,PasDrole,false
false,false,false,false,false,absent,false,0,138,PasDrole,false
false,false,false,false,false,surnombre,false,2,89,PasDrole,false
false,false,false,false,false,surnombre,false,0,125,PasDrole,false
false,false,false,false,false,absent,false,2,87,PasDrole,false
false,false,false,false,false,surnombre,false,1,127,PasDrole,false
false,false,false,false,false,absent,false,2,134,PasDrole,false
false,false,false,false,false,absent,true,4,140,PasDrole,false
false,false,false,false,false,absent,false,2,137,PasDrole,false
false,false,false,false,false,absent,false,1,80,PasDrole,false
false,false,false,false,false,surnombre,true,51,140,PasDrole,false
false,false,false,false,false,regulier,false,6,139,PasDrole,false
false,false,false,false,false,absent,false,1,118,PasDrole,false
false,false,false,false,false,absent,false,2,97,PasDrole,false
false,false,false,false,false,absent,true,6,117,PasDrole,false
false,false,false,false,false,absent,false,1,108,PasDrole,false
false,false,false,false,false,absent,false,0,136,PasDrole,false
false,false,false,false,false,absent,false,1,133,PasDrole,false
false,false,false,false,false,absent,false,4,116,PasDrole,false
false,false,false,false,false,absent,false,3,138,PasDrole,false
false,false,false,false,false,regulier,true,2,140,PasDrole,false
false,false,false,false,false,absent,true,5,140,PasDrole,false
false,false,false,false,false,absent,false,2,91,PasDrole,false
false,false,false,false,false,absent,false,3,140,PasDrole,false
false,false,false,false,false,absent,false,0,136,PasDrole,false
false,false,false,false,false,absent,false,2,126,PasDrole,false
false,false,false,false,false,absent,false,0,135,PasDrole,false
false,false,false,false,false,absent,false,0,140,PasDrole,false
false,false,false,false,false,absent,false,3,140,PasDrole,false
false,false,false,false,false,absent,true,16,96,PasDrole,false
false,false,false,false,false,surnombre,false,3,136,PasDrole,false
false,false,false,false,false,surnombre,false,1,128,PasDrole,false
false,false,false,false,false,absent,true,3,140,PasDrole,false
false,false,false,false,false,absent,false,4,121,PasDrole,false
false,false,false,false,false,absent,false,1,95,PasDrole,false
false,false,false,false,false,absent,false,0,57,PasDrole,false
false,false,false,false,false,absent,false,7,106,PasDrole,false
false,false,false,false,false,absent,false,2,96,PasDrole,false
false,false,false,false,false,absent,false,1,70,PasDrole,false
false,false,false,false,false,absent,false,0,70,PasDrole,false
false,false,false,false,false,absent,false,2,136,PasDrole,false
false,false,false,false,false,absent,false,2,118,PasDrole,false
false,false,false,false,false,absent,false,2,112,PasDrole,false
false,false,false,false,false,absent,false,2,113,PasDrole,false
false,false,false,false,false,absent,false,3,138,PasDrole,false
false,false,false,false,false,surnombre,false,2,67,PasDrole,false
false,false,false,false,false,absent,false,1,105,PasDrole,false
false,false,false,false,false,absent,false,3,89,PasDrole,false
false,false,false,false,false,absent,false,1,92,PasDrole,false
false,false,false,false,false,absent,false,1,93,PasDrole,false
false,false,false,false,false,surnombre,false,2,74,PasDrole,false
false,false,false,false,false,absent,false,0,85,PasDrole,false
false,false,false,false,false,absent,false,1,85,PasDrole,false
false,false,false,false,false,absent,false,1,134,PasDrole,false
false,false,false,false,false,absent,false,1,88,PasDrole,false
false,false,false,false,false,absent,false,0,100,PasDrole,false
false,false,false,false,false,absent,false,0,99,PasDrole,false
false,false,false,false,false,absent,false,0,100,PasDrole,false
false,false,false,false,false,absent,false,3,97,PasDrole,false
false,false,false,false,false,absent,false,2,110,PasDrole,false
false,false,false,false,false,absent,false,0,132,PasDrole,false
false,false,false,false,false,absent,false,1,94,PasDrole,false
false,false,false,false,false,absent,false,1,115,PasDrole,false
false,false,false,false,false,absent,false,5,86,PasDrole,false
false,false,false,false,false,absent,false,1,136,PasDrole,false
false,false,false,false,false,absent,false,2,114,PasDrole,false
false,false,false,false,false,absent,false,1,91,PasDrole,false
false,false,false,false,false,absent,false,0,93,PasDrole,false
false,false,false,false,false,absent,false,0,91,PasDrole,false
false,false,false,false,false,absent,false,3,115,PasDrole,false
false,false,false,false,false,absent,false,0,97,PasDrole,false
false,false,false,false,false,absent,false,1,97,PasDrole,false
false,false,false,false,false,absent,false,3,85,PasDrole,false
false,false,false,false,false,absent,false,3,85,PasDrole,false
false,false,false,false,false,absent,false,1,60,PasDrole,false
false,false,false,false,false,absent,false,0,101,PasDrole,false
false,false,false,false,false,absent,false,1,105,PasDrole,false
false,false,false,false,false,absent,false,0,124,PasDrole,false
