@relation tweet-weka.filters.unsupervised.attribute.Remove-R10

@attribute user {true,false}
@attribute word {true,false}
@attribute hashtag {true,false}
@attribute smiley {true,false}
@attribute argoInternet {true,false}
@attribute ponctuation {absent,regulier,surnombre}
@attribute retweet {true,false}
@attribute nbRetweet numeric
@attribute longeur numeric
@attribute tweetDrole {true,false}

@data
false,false,false,false,false,surnombre,false,18,113,false
false,false,false,false,false,surnombre,true,42,140,false
false,false,false,true,false,absent,false,0,43,false
false,false,false,false,false,surnombre,false,0,139,false
false,false,false,false,false,absent,true,14,140,false
false,false,false,true,false,absent,false,0,42,false
false,false,false,false,false,surnombre,false,0,122,false
false,false,false,false,false,absent,false,1,32,false
false,false,false,true,false,absent,false,1,25,false
false,false,false,false,false,absent,false,2,140,false
false,false,false,false,false,absent,false,0,81,false
false,false,false,false,false,absent,false,71,95,false
false,false,false,true,false,regulier,false,1,121,false
false,false,false,false,false,absent,false,41,91,false
false,false,false,false,false,absent,true,10,109,false
false,false,false,false,false,absent,false,35,93,false
false,false,false,false,false,absent,false,0,57,false
false,false,false,false,false,absent,false,1,138,false
false,false,false,true,false,surnombre,false,91,103,false
false,false,false,false,false,absent,true,7,125,false
false,false,false,false,false,absent,true,6,141,false
false,false,false,false,false,surnombre,false,0,19,false
false,false,false,false,false,regulier,false,185,140,false
false,false,false,false,false,absent,true,9,123,false
false,false,false,false,false,absent,true,13,140,false
false,false,false,false,false,absent,true,10,107,false
false,false,false,false,false,regulier,false,1,140,false
false,false,false,false,false,absent,false,1,131,false
false,false,false,true,false,regulier,false,1,101,false
false,false,false,false,false,surnombre,false,0,21,false
false,false,false,false,false,absent,false,0,32,false
false,false,false,true,false,absent,false,1,72,false
false,false,false,false,false,absent,false,1,26,false
false,false,false,true,false,absent,false,1,24,false
false,false,false,false,false,surnombre,true,12,140,false
false,true,false,false,true,absent,true,17,101,false
false,false,false,true,false,absent,false,0,21,false
false,false,false,false,false,absent,true,9,70,false
false,false,false,true,false,absent,false,0,31,false
false,false,false,false,false,absent,false,0,128,false
false,false,false,false,false,surnombre,false,27,114,false
false,false,false,false,false,surnombre,true,9,140,false
false,false,false,false,false,absent,true,15,97,false
false,false,false,false,false,surnombre,false,1,20,false
false,false,false,false,false,absent,false,3,138,false
false,false,false,false,false,absent,true,10,137,false
false,false,false,false,false,absent,true,14,97,false
false,false,false,false,false,absent,true,13,140,false
false,false,false,false,false,absent,false,0,131,false
false,false,false,false,false,absent,false,0,140,false
false,false,false,false,false,regulier,false,0,132,false
false,false,false,false,false,absent,false,0,136,false
false,false,false,false,false,absent,true,17,140,false
false,false,false,false,false,absent,true,10,107,false
false,false,false,false,false,absent,true,18,140,false
false,false,false,true,false,absent,false,1,41,false
false,false,false,false,false,absent,false,0,74,false
false,false,false,false,false,absent,false,0,38,false
false,false,false,false,false,absent,false,0,47,false
false,false,false,false,false,regulier,false,0,129,false
false,false,false,false,false,absent,false,0,70,false
false,false,false,false,false,regulier,false,25,121,false
false,false,false,false,false,absent,false,21,75,false
false,false,false,false,false,surnombre,true,15,140,false
false,false,false,false,false,absent,false,30,94,false
false,false,false,false,false,absent,false,0,96,false
false,false,false,false,false,absent,false,40,98,false
false,false,false,false,false,absent,false,1,121,false
false,false,false,false,false,absent,false,1,137,false
false,false,false,false,false,absent,false,0,95,false
false,false,false,false,false,absent,true,15,140,false
false,false,false,false,false,absent,true,6,140,false
false,false,false,false,false,surnombre,false,1,101,false
false,false,false,false,false,absent,false,0,21,false
false,false,false,false,false,surnombre,false,0,21,false
false,false,false,false,false,surnombre,false,0,47,false
false,false,false,false,false,absent,false,0,134,false
false,false,false,false,false,absent,false,1,129,false
false,false,false,false,false,absent,true,11,68,false
false,false,false,false,false,surnombre,false,0,21,false
false,false,false,false,false,absent,false,0,28,false
false,false,false,false,false,absent,false,0,130,false
false,false,false,false,false,absent,false,13,124,false
false,false,false,false,false,surnombre,true,11,76,false
false,false,false,false,false,absent,true,2,101,false
false,false,false,false,false,absent,false,0,55,false
false,false,false,false,false,absent,false,36,137,false
false,false,false,false,false,absent,true,11,110,false
false,false,false,false,false,absent,true,8,116,false
false,false,false,false,false,surnombre,false,0,18,false
false,false,false,false,false,surnombre,false,49,107,false
false,false,false,false,false,surnombre,true,17,80,false
false,false,false,false,false,absent,false,0,41,false
false,false,false,false,false,absent,true,10,98,false
false,false,false,false,false,absent,true,9,117,false
false,false,false,false,false,absent,true,11,103,false
false,false,false,false,false,absent,true,6,67,false
false,false,false,false,false,absent,true,10,67,false
false,false,false,false,false,absent,false,0,70,false
false,false,false,false,false,absent,true,10,132,false
false,false,false,false,false,absent,false,0,136,false
false,false,false,false,false,absent,false,0,139,false
false,false,false,false,false,absent,true,8,140,false
false,false,false,false,false,absent,true,16,131,false
false,false,false,true,false,absent,false,0,26,false
false,false,false,false,false,absent,true,15,140,false
false,false,false,false,false,surnombre,false,20,113,false
false,false,false,false,false,absent,false,26,91,false
false,false,false,true,false,absent,false,16,134,false
false,false,false,false,false,absent,false,0,98,false
false,false,false,false,false,absent,false,0,124,false
false,false,false,false,false,absent,true,6,133,false
false,false,false,true,false,absent,false,2,128,false
false,false,false,false,false,surnombre,true,6,103,false
false,false,false,false,false,absent,true,6,92,false
false,false,false,false,false,absent,true,9,130,false
false,false,false,true,false,absent,false,0,23,false
false,false,false,false,false,surnombre,false,0,21,false
false,false,false,true,false,absent,false,1,21,false
false,false,false,false,false,absent,false,0,24,false
false,false,false,false,false,regulier,false,26,111,false
false,false,false,true,false,absent,false,0,37,false
false,false,false,false,false,absent,true,7,106,false
false,false,false,false,false,absent,false,0,22,false
false,false,false,false,false,surnombre,false,1,121,false
false,false,false,false,false,absent,false,0,31,false
false,false,false,true,false,absent,false,0,134,false
false,false,false,false,false,absent,false,0,29,false
false,false,false,false,false,absent,false,0,54,false
false,false,false,false,false,absent,true,15,128,false
false,false,false,true,false,surnombre,true,14,94,false
false,false,false,false,false,absent,true,11,106,false
false,false,false,false,false,absent,true,14,76,false
false,false,false,false,false,absent,true,9,127,false
false,false,false,false,false,absent,true,21,77,false
false,false,false,false,false,absent,true,18,140,false
false,false,false,false,false,absent,true,12,135,false
false,false,false,false,false,surnombre,true,7,140,false
false,false,false,false,false,surnombre,true,7,81,false
false,false,false,false,false,surnombre,false,1,20,false
false,false,false,false,false,surnombre,false,31,76,false
false,false,false,false,false,absent,true,6,108,false
false,false,false,false,false,absent,true,9,69,false
false,false,false,false,false,absent,true,9,137,false
false,true,false,false,true,absent,true,13,140,false
false,false,false,false,false,absent,true,8,140,false
false,false,false,false,false,absent,false,40,121,false
false,false,false,false,false,absent,true,5,94,false
false,false,false,true,false,surnombre,true,14,131,false
false,false,false,false,false,absent,true,20,140,false
false,false,false,false,false,absent,true,7,112,false
false,false,false,false,false,regulier,false,0,54,false
false,false,false,false,false,absent,true,15,115,false
false,false,false,false,false,absent,true,20,115,false
false,false,false,false,false,surnombre,false,0,25,false
false,false,false,false,false,surnombre,false,0,72,false
false,false,false,true,false,absent,false,42,82,false
false,false,false,false,false,absent,true,13,108,false
false,false,false,false,false,absent,true,9,117,false
false,false,false,false,false,absent,true,7,140,false
false,false,false,false,false,surnombre,true,15,99,false
false,false,false,false,false,surnombre,true,13,97,false
false,false,false,false,false,absent,true,8,100,false
false,false,false,false,false,absent,true,12,125,false
false,false,false,false,false,absent,true,21,110,false
false,false,false,false,false,absent,true,12,112,false
false,false,false,false,false,absent,true,16,80,false
false,false,false,false,false,absent,true,20,78,false
false,false,false,false,false,surnombre,true,12,106,false
false,false,false,false,false,absent,false,0,32,false
false,false,false,false,false,absent,true,13,112,false
false,false,false,false,false,absent,true,23,91,false
false,false,false,false,false,absent,true,15,112,false
false,false,false,false,false,absent,true,5,98,false
false,false,false,true,false,absent,false,0,31,false
false,false,false,false,false,absent,true,13,76,false
false,false,false,false,false,absent,true,38,140,false
false,false,false,true,false,absent,false,1,17,false
false,false,false,false,false,absent,true,8,106,false
false,false,false,false,false,surnombre,false,2,82,false
false,false,false,false,false,absent,false,0,38,false
false,false,false,false,false,absent,true,8,114,false
false,false,false,true,false,absent,false,2,118,false
false,false,false,false,false,surnombre,false,100,139,false
false,false,false,false,false,surnombre,false,1,28,false
false,false,false,false,false,absent,true,18,140,false
false,false,false,false,false,surnombre,false,0,24,false
false,false,false,false,false,absent,true,9,140,false
false,false,false,false,false,absent,true,13,50,false
false,false,false,false,false,absent,false,0,30,false
false,false,false,false,false,absent,false,0,47,false
false,false,false,false,false,absent,false,0,16,false
false,false,false,false,false,absent,false,1,31,false
false,false,false,true,false,absent,false,0,106,false
false,false,false,true,false,absent,true,19,140,false
false,false,false,true,false,absent,true,15,123,false
false,false,false,false,false,absent,true,35,140,false
false,false,false,false,false,absent,true,5,117,false
false,false,false,false,false,absent,true,14,126,false
false,false,false,false,false,absent,true,74,139,false
false,false,false,false,false,absent,true,8,140,false
false,false,false,false,false,surnombre,false,5,111,false
false,false,false,false,false,surnombre,false,1,133,false
false,false,false,false,false,surnombre,false,6,139,false
false,false,false,false,false,surnombre,true,18,137,false
false,false,false,false,false,regulier,false,2,135,false
false,false,false,false,false,absent,false,7,132,false
false,false,false,false,false,surnombre,false,1,132,false
false,false,false,false,false,surnombre,false,0,139,false
false,false,false,false,false,absent,true,3,140,false
false,false,false,false,false,absent,false,0,115,false
false,false,false,false,false,surnombre,false,1,129,false
false,false,false,false,false,surnombre,false,0,140,false
false,false,false,false,false,surnombre,false,0,110,false
false,false,false,false,false,absent,true,11,140,false
false,false,false,false,false,absent,true,9,140,false
false,false,false,false,false,regulier,false,1,123,false
false,false,false,false,false,surnombre,true,33,130,false
false,false,false,false,false,surnombre,false,2,135,false
false,false,false,false,false,regulier,false,0,117,false
false,false,false,false,false,surnombre,true,56,140,false
false,false,false,false,false,absent,false,1,139,false
false,false,false,false,false,absent,true,10,119,false
false,false,false,false,false,surnombre,true,105,140,false
false,false,false,false,false,absent,false,1,126,false
false,false,false,false,false,regulier,false,2,139,false
false,false,false,false,false,surnombre,false,0,139,false
false,false,false,false,false,absent,false,2,133,false
false,false,false,false,false,absent,false,1,139,false
false,false,false,false,false,absent,false,3,136,false
false,false,false,false,false,surnombre,false,0,97,false
false,false,false,false,false,surnombre,false,1,114,false
false,false,false,false,false,absent,false,0,125,false
false,false,false,false,false,absent,false,0,139,false
false,false,false,false,false,surnombre,false,0,87,false
false,false,false,false,false,absent,false,0,136,false
false,false,false,false,false,absent,false,0,98,false
false,false,false,false,false,absent,false,0,126,false
false,false,false,false,false,surnombre,false,1,140,false
false,false,false,false,false,regulier,false,3,125,false
false,false,false,false,false,surnombre,false,2,130,false
false,false,false,false,false,surnombre,false,0,87,false
false,false,false,false,false,surnombre,false,1,124,false
false,false,false,false,false,surnombre,false,1,131,false
false,false,false,false,false,surnombre,false,14,136,false
false,false,false,false,false,absent,false,7,136,false
false,false,false,false,false,regulier,false,8,138,false
false,false,false,false,false,absent,false,7,140,false
false,false,false,false,false,surnombre,false,3,89,false
false,false,false,false,false,absent,false,10,138,false
false,false,false,false,false,absent,false,23,130,false
false,false,false,false,false,surnombre,false,12,126,false
false,false,false,false,false,absent,false,36,140,false
false,false,false,false,false,absent,true,13,140,false
false,false,false,false,false,absent,true,351,140,false
false,false,false,false,false,absent,false,5,139,false
false,false,false,false,false,absent,false,4,117,false
false,false,false,false,false,absent,true,3,110,false
false,false,false,false,false,absent,false,145,97,false
false,false,false,false,false,absent,true,4,116,false
false,false,false,false,false,absent,false,10,132,false
false,false,false,false,false,regulier,false,12,132,false
false,false,false,false,false,surnombre,false,9,111,false
false,false,false,false,false,absent,true,6,140,false
false,false,false,false,false,absent,false,2,88,false
false,false,false,false,false,surnombre,false,2,104,false
false,false,false,false,false,absent,false,12,97,false
false,false,false,false,false,absent,false,12,138,false
false,false,false,false,false,absent,false,6,136,false
false,false,false,false,false,absent,false,28,137,false
false,false,false,false,false,absent,false,7,120,false
false,false,false,false,false,absent,true,13,133,false
false,false,false,false,false,surnombre,false,2,139,false
false,false,false,false,false,absent,false,7,117,false
false,false,false,false,false,absent,false,7,106,false
false,false,false,false,false,absent,false,5,139,false
false,false,false,false,false,regulier,false,4,111,false
false,false,false,false,false,regulier,false,19,138,false
false,false,false,false,false,surnombre,false,44,140,false
false,false,false,false,false,regulier,true,5,140,false
false,false,false,false,false,absent,false,4,120,false
false,false,false,false,false,absent,false,7,101,false
false,false,false,false,false,absent,false,3,96,false
false,false,false,false,false,surnombre,false,2,89,false
false,false,false,false,false,regulier,false,4,126,false
false,false,false,false,false,absent,false,6,126,false
false,false,false,false,false,absent,true,14,85,false
false,false,false,false,false,absent,true,2,119,false
false,false,false,false,false,absent,true,11,140,false
false,false,false,false,false,absent,true,3,85,false
false,false,false,false,false,absent,true,10,128,false
false,false,false,false,false,absent,true,4,140,false
false,false,false,false,false,absent,true,4,129,false
false,false,false,false,false,absent,true,7,132,false
false,false,false,false,false,absent,true,3,86,false
false,false,false,false,false,absent,true,3,126,false
false,false,false,false,false,absent,true,6,126,false
false,false,false,false,false,absent,true,6,140,false
false,false,false,false,false,absent,true,25,140,false
false,false,false,false,false,absent,true,21,122,false
false,false,false,false,false,absent,true,4,114,false
false,false,false,false,false,absent,true,5,110,false
false,false,false,false,false,absent,true,5,97,false
false,false,false,false,false,absent,true,3,140,false
false,false,false,false,false,absent,true,6,88,false
false,false,false,false,false,absent,true,2,114,false
false,false,false,false,false,absent,true,6,94,false
false,false,false,false,false,absent,true,3,140,false
false,false,false,false,false,absent,true,3,102,false
false,false,false,false,false,absent,true,3,99,false
false,false,false,false,false,absent,true,1,140,false
false,false,false,false,false,absent,true,3,118,false
false,false,false,false,false,absent,true,2,140,false
false,false,false,false,false,absent,true,2,130,false
false,false,false,false,false,absent,false,2,135,false
false,false,false,false,false,absent,true,4,126,false
false,false,false,false,false,absent,false,4,74,false
false,false,false,false,false,regulier,false,4,139,false
false,false,false,false,false,surnombre,false,5,138,false
false,false,false,false,false,absent,true,4,140,false
false,false,false,false,false,absent,false,5,108,false
false,false,false,false,false,absent,false,5,90,false
false,false,false,false,false,absent,false,3,95,false
false,false,false,false,false,surnombre,true,2,54,false
false,false,false,false,false,surnombre,true,11,140,false
false,false,false,false,false,surnombre,false,12,89,false
false,false,false,false,false,surnombre,true,38,82,false
false,true,false,false,true,absent,true,10,103,false
false,false,false,false,false,surnombre,false,6,106,false
false,false,false,false,false,absent,true,3,140,false
false,false,false,false,false,absent,true,3,110,false
false,false,false,false,false,absent,true,4,95,false
false,false,false,false,false,surnombre,true,6,134,false
false,false,false,false,false,surnombre,false,10,134,false
false,false,false,false,false,absent,true,15,140,false
false,false,false,false,false,absent,true,7,100,false
false,false,false,false,false,surnombre,false,11,74,false
false,false,false,false,false,surnombre,true,3,102,false
false,false,false,false,false,regulier,false,4,93,false
false,false,false,false,false,absent,true,3,124,false
false,false,false,false,false,absent,true,1,140,false
false,false,false,false,false,absent,true,3,126,false
false,false,false,false,false,regulier,true,5,140,false
false,false,false,false,false,regulier,true,1,140,false
false,false,false,false,false,surnombre,false,5,112,false
false,false,false,false,false,surnombre,false,3,126,false
false,false,false,false,false,surnombre,false,5,104,false
false,false,false,false,false,absent,false,44,135,false
false,false,false,false,false,surnombre,false,6,137,false
false,false,false,false,false,surnombre,false,12,89,false
false,false,false,false,false,surnombre,false,5,140,false
false,false,false,false,false,surnombre,false,10,106,false
false,false,false,false,false,regulier,false,3,140,false
false,false,false,false,false,absent,false,3,103,false
false,false,false,false,false,surnombre,false,2,113,false
false,false,false,false,false,absent,false,4,99,false
false,false,false,false,false,surnombre,true,3,140,false
false,false,false,false,false,surnombre,false,7,105,false
false,false,false,false,false,regulier,false,4,120,false
false,false,false,false,false,absent,false,4,117,false
false,false,false,false,false,absent,false,3,77,false
false,false,false,false,false,absent,false,12,130,false
false,false,false,false,false,absent,false,3,113,false
false,false,false,false,false,surnombre,false,3,104,false
false,false,false,false,false,surnombre,false,27,134,false
false,false,false,false,false,surnombre,false,10,119,false
false,false,false,false,false,surnombre,false,8,118,false
false,false,false,false,false,regulier,false,28,125,false
false,false,false,false,false,surnombre,false,12,124,false
false,false,false,false,false,absent,false,5,126,false
false,false,false,false,false,surnombre,false,45,135,false
false,false,false,false,false,surnombre,false,24,130,false
false,false,false,false,false,absent,false,5,106,false
false,false,false,false,false,surnombre,false,13,53,false
false,false,false,false,false,surnombre,false,7,140,false
false,false,false,false,false,surnombre,false,10,48,false
false,false,false,false,false,surnombre,false,10,57,false
false,false,false,false,false,absent,true,20,131,false
false,false,false,false,false,surnombre,false,8,133,false
false,false,false,false,false,surnombre,false,13,135,false
false,false,false,false,false,surnombre,false,10,49,false
false,false,false,false,false,absent,false,4,84,false
false,false,false,false,false,surnombre,false,2,89,false
false,false,false,false,false,regulier,false,9,139,false
false,false,false,false,false,regulier,false,9,134,false
false,false,false,false,false,surnombre,false,30,45,false
false,false,false,false,false,surnombre,false,4,100,false
false,true,false,false,true,surnombre,false,15,130,false
false,false,false,false,false,absent,false,11,41,false
false,false,false,false,false,surnombre,false,75,24,false
false,false,false,false,false,regulier,false,9,140,false
false,false,false,false,false,absent,false,8,140,false
false,false,false,false,false,surnombre,false,5,140,false
false,false,false,false,false,absent,false,4,136,false
false,false,false,false,false,surnombre,false,3,111,false
false,false,false,false,false,regulier,false,6,139,false
false,false,false,false,false,absent,false,2,99,false
false,false,false,false,false,surnombre,false,1,125,false
false,false,false,false,false,absent,false,8,136,false
false,false,false,false,false,surnombre,false,15,140,false
false,false,false,false,false,surnombre,false,24,53,false
false,false,false,false,false,regulier,false,6,137,false
false,false,false,false,false,surnombre,false,6,117,false
false,false,false,false,false,surnombre,false,7,48,false
false,false,false,false,false,absent,false,14,140,false
false,false,false,false,false,regulier,false,3,106,false
false,false,false,false,false,absent,false,19,140,false
false,false,false,false,false,absent,false,17,60,false
false,false,false,false,false,surnombre,false,12,109,false
false,false,false,false,false,absent,false,0,102,false
false,false,false,false,false,absent,false,8,96,false
false,false,false,false,false,absent,false,4,128,false
false,false,false,false,false,surnombre,false,29,51,false
false,false,false,false,false,absent,false,4,132,false
false,false,false,false,false,regulier,false,41,138,false
false,false,false,false,false,surnombre,false,11,86,false
false,false,false,false,false,regulier,false,5,128,false
false,false,false,false,false,absent,true,23,140,false
false,false,false,false,false,surnombre,false,11,53,false
false,false,false,false,false,surnombre,false,15,137,false
false,false,false,false,false,surnombre,false,5,56,false
false,false,false,false,false,absent,false,6,134,false
false,false,false,false,false,regulier,false,1,136,false
false,false,false,false,false,absent,false,2,99,false
false,false,false,false,false,absent,false,8,124,false
false,false,false,false,false,surnombre,false,5,103,false
false,false,false,false,false,regulier,false,4,111,false
false,false,false,false,false,absent,false,8,116,false
false,false,false,false,false,surnombre,false,2,118,false
false,false,false,false,false,surnombre,false,34,133,false
false,false,false,false,false,surnombre,false,32,121,false
false,false,false,false,false,absent,false,4,116,false
false,false,false,false,false,surnombre,false,3,89,false
false,false,false,false,false,surnombre,false,5,121,false
false,false,false,false,false,surnombre,true,31,122,false
false,false,false,false,false,surnombre,true,20,124,false
false,false,false,false,false,absent,false,7,109,false
false,false,false,false,false,surnombre,false,8,131,false
false,false,false,false,false,regulier,false,7,133,false
false,false,false,false,false,absent,false,5,138,false
false,false,false,false,false,surnombre,false,17,118,false
false,false,false,false,false,absent,false,6,120,false
false,false,false,false,false,absent,false,7,136,false
false,false,false,false,false,absent,true,11,140,false
false,false,false,false,false,absent,false,0,57,false
false,false,false,false,false,absent,false,0,134,false
false,false,false,false,false,absent,false,0,63,false
false,false,false,false,false,absent,true,9,140,false
false,false,false,false,false,absent,false,0,55,false
false,false,false,false,false,absent,false,0,47,false
false,false,false,false,false,absent,true,1,140,false
false,false,false,false,false,surnombre,false,0,49,false
false,false,false,false,false,absent,false,0,132,false
false,false,false,false,false,absent,false,1,104,false
false,false,false,false,false,absent,false,0,51,false
false,false,false,false,false,absent,false,0,81,false
false,false,false,false,false,absent,false,0,58,false
false,false,false,false,false,absent,false,0,52,false
false,false,false,false,false,absent,true,1,89,false
false,false,false,false,false,absent,true,1,93,false
false,false,false,false,false,absent,true,1,71,false
false,false,false,false,false,absent,true,1,140,false
false,false,false,false,false,absent,false,0,80,false
false,false,false,false,false,absent,true,3,140,false
false,false,false,false,false,absent,false,0,100,false
false,false,false,false,false,absent,false,0,47,false
false,false,false,false,false,absent,true,2,140,false
false,false,false,false,false,absent,false,3,66,false
false,false,false,false,false,surnombre,true,5,140,false
false,false,false,false,false,absent,true,3,135,false
false,false,false,false,false,absent,true,2,132,false
false,false,false,false,false,surnombre,false,0,111,false
false,false,false,false,false,absent,true,3,116,false
false,false,false,false,false,absent,false,0,80,false
false,false,false,false,false,surnombre,false,3,104,false
false,false,false,false,false,absent,false,2,116,false
false,false,false,false,false,absent,false,2,88,false
false,false,false,false,false,regulier,true,11,140,false
false,false,false,false,false,absent,true,4,123,false
false,false,false,false,false,absent,true,5,115,false
false,false,false,false,false,absent,true,6,134,false
false,false,false,false,false,absent,true,8,140,false
false,false,false,false,false,absent,false,1,99,false
false,false,false,false,false,absent,true,1,140,false
false,false,false,false,false,surnombre,true,2,136,false
false,false,false,false,false,absent,true,1,125,false
false,false,false,false,false,absent,true,1,140,false
false,false,false,false,false,absent,false,0,72,false
false,false,false,false,false,surnombre,true,1,82,false
false,false,false,false,false,absent,true,2,140,false
false,false,false,false,false,absent,false,0,111,false
false,false,false,false,false,absent,false,0,87,false
false,false,false,false,false,absent,false,1,55,false
false,false,false,false,false,absent,true,2,138,false
false,false,false,false,false,absent,true,4,131,false
false,false,false,false,false,absent,false,0,104,false
false,false,false,false,false,absent,false,0,53,false
false,false,false,false,false,surnombre,false,0,65,false
false,false,false,false,false,absent,false,0,62,false
false,false,false,false,false,absent,false,1,122,false
false,false,false,false,false,absent,false,1,114,false
false,false,false,false,false,absent,false,1,130,false
false,false,false,false,false,regulier,false,2,111,false
false,false,false,false,false,absent,false,2,134,false
false,false,false,false,false,absent,false,0,106,false
false,false,false,false,false,absent,false,2,114,false
false,false,false,false,false,surnombre,false,0,58,false
false,false,false,false,false,absent,false,0,70,false
false,false,false,false,false,absent,false,0,32,false
false,false,false,false,false,surnombre,false,0,49,false
false,false,false,false,false,absent,false,0,62,false
false,false,false,false,false,absent,false,0,72,false
false,false,false,false,false,absent,false,0,84,false
false,false,false,false,false,absent,false,1,82,false
false,false,false,false,false,absent,false,0,61,false
false,false,false,false,false,absent,false,2,114,false
false,false,false,false,false,absent,false,0,38,false
false,false,false,false,false,absent,false,0,75,false
false,false,false,false,false,absent,false,0,73,false
false,false,false,false,false,absent,false,0,61,false
false,false,false,false,false,absent,false,0,64,false
false,false,false,false,false,absent,false,0,55,false
false,false,false,false,false,absent,false,0,79,false
false,false,false,false,false,absent,false,0,35,false
false,false,false,false,false,surnombre,false,0,90,false
false,false,false,false,false,absent,false,0,64,false
false,false,false,false,false,absent,false,0,98,false
false,false,false,false,false,absent,false,1,68,false
false,false,false,false,false,absent,true,1,56,false
false,false,false,false,false,absent,false,2,79,false
false,false,false,false,false,surnombre,false,0,60,false
false,false,false,false,false,absent,false,0,54,false
false,false,false,false,false,absent,false,0,77,false
false,false,false,false,false,absent,false,1,108,false
false,false,false,false,false,absent,false,0,60,false
false,false,false,false,false,absent,false,0,81,false
false,false,false,false,false,absent,false,1,131,false
false,false,false,false,false,absent,false,0,70,false
false,false,false,false,false,absent,false,1,62,false
false,false,false,false,false,absent,false,1,87,false
false,false,false,false,false,regulier,false,0,54,false
false,false,false,false,false,absent,false,0,88,false
false,false,false,false,false,regulier,false,1,136,false
false,false,false,false,false,surnombre,false,1,123,false
false,false,false,false,false,surnombre,false,1,128,false
false,false,false,false,false,absent,true,2,89,false
false,false,false,false,false,absent,false,1,62,false
false,false,false,false,false,surnombre,false,4,109,false
false,false,false,false,false,absent,false,0,22,false
false,false,false,false,false,absent,false,0,61,false
false,false,false,false,false,absent,false,0,62,false
false,false,false,false,false,absent,false,2,82,false
false,false,false,false,false,absent,false,1,104,false
false,false,false,false,false,absent,false,0,75,false
false,false,false,false,false,absent,false,0,92,false
false,false,false,false,false,absent,false,0,72,false
false,false,false,false,false,absent,false,1,117,false
false,false,false,false,false,absent,false,0,20,false
false,false,false,false,false,absent,false,3,94,false
false,false,false,false,false,absent,false,0,61,false
false,false,false,false,false,absent,false,0,82,false
false,false,false,false,false,absent,false,0,80,false
false,false,false,false,false,absent,false,0,74,false
false,false,false,false,false,absent,false,1,61,false
false,false,false,false,false,absent,false,0,73,false
false,false,false,false,false,absent,false,0,127,false
false,false,false,false,false,absent,false,0,94,false
false,false,false,false,false,absent,false,0,59,false
false,false,false,false,false,absent,false,0,59,false
false,false,false,false,false,absent,true,1,104,false
false,false,false,false,false,absent,false,1,128,false
false,false,false,false,false,absent,false,0,52,false
false,false,false,false,false,absent,false,0,77,false
false,false,false,false,false,absent,false,0,82,false
false,false,false,false,false,absent,false,0,89,false
false,false,false,false,false,surnombre,false,0,64,false
false,false,false,false,false,surnombre,false,0,137,false
false,false,false,false,false,absent,false,1,20,false
false,false,false,false,false,absent,false,0,136,false
false,false,false,false,false,surnombre,true,1,140,false
false,false,false,false,false,absent,false,0,94,false
false,false,false,false,false,absent,false,0,76,false
false,false,false,false,false,absent,false,0,90,false
false,false,false,false,false,absent,false,0,49,false
false,false,false,false,false,absent,false,0,61,false
false,false,false,false,false,surnombre,false,0,53,false
false,false,false,false,false,absent,false,0,124,false
false,false,false,false,false,absent,false,0,79,false
false,false,false,false,false,absent,false,0,61,false
false,false,false,false,false,surnombre,false,0,49,false
false,false,false,false,false,absent,false,0,41,false
false,false,false,false,false,absent,false,0,45,false
false,false,false,false,false,absent,false,0,69,false
false,false,false,false,false,absent,false,0,79,false
false,false,false,false,false,absent,false,0,62,false
false,false,false,false,false,absent,false,0,77,false
false,false,false,false,false,absent,false,0,60,false
false,false,false,false,false,absent,false,0,58,false
false,false,false,false,false,surnombre,false,1,52,false
false,false,false,false,false,absent,false,2,136,false
false,false,false,false,false,absent,false,0,71,false
false,false,false,false,false,absent,false,0,65,false
false,false,false,false,false,absent,false,0,67,false
false,false,false,false,false,absent,false,0,48,false
false,false,false,false,false,absent,false,0,48,false
false,false,false,false,false,absent,false,0,72,false
false,false,false,false,false,absent,false,0,72,false
false,false,false,false,false,absent,false,0,95,false
false,false,false,false,false,absent,false,0,75,false
false,false,false,false,false,absent,false,0,56,false
false,false,false,false,false,absent,false,0,81,false
false,false,false,false,false,absent,false,0,83,false
false,false,false,false,false,absent,false,0,65,false
false,false,false,false,false,absent,false,0,66,false
false,false,false,false,false,absent,false,0,77,false
false,false,false,false,false,absent,false,0,101,false
false,false,false,false,false,absent,false,0,39,false
false,false,false,false,false,absent,false,0,73,false
false,false,false,false,false,absent,false,0,67,false
false,false,false,false,false,absent,false,0,30,false
false,false,false,false,false,absent,false,0,48,false
false,false,false,false,false,absent,false,0,63,false
false,false,false,false,false,absent,false,0,83,false
false,false,false,false,false,absent,false,0,80,false
false,false,false,false,false,surnombre,false,0,54,false
false,false,false,false,false,absent,false,0,81,false
false,false,false,false,false,absent,false,0,35,false
false,false,false,false,false,absent,false,0,91,false
false,false,false,false,false,absent,false,0,73,false
false,false,false,false,false,absent,false,0,101,false
false,false,false,false,false,absent,false,0,112,false
false,false,false,false,false,surnombre,false,0,50,false
false,false,false,false,false,absent,false,0,55,false
false,false,false,false,false,absent,false,0,55,false
false,false,false,false,false,absent,false,0,98,false
false,false,false,false,false,absent,false,0,122,false
false,false,false,false,false,absent,false,0,49,false
false,false,false,false,false,absent,false,0,36,false
false,false,false,false,false,absent,false,0,63,false
false,false,false,false,false,surnombre,false,0,53,false
false,false,false,false,false,absent,false,0,48,false
